|character|text|type|character_clean|gender|principal_character
1130||FRANK|unknown|||
1131|ANA|To go where?    No, we're not.|speech|ANA|F|True
1132||"(CONT)
98."|unknown|||
1133||255     CONTINUED:                                                      255|location|||
1134||"ANA
Frank, Charlie's dead. They tried to
kill us. What else has to happen - ?
He grabs her and holds her to calm her down.
FRANK
Shhh.   Come on, now.   Shhh.
He holds her close, waits for her breathing to slow before:
FRANK
Where are we going to go? Spain?
China? Which fuckin place is it going
to be?
ANA
We can go anywhere we want.     We can live
anywhere.
FRANK
We can run and hide is what you're
saying.
He slowly shakes his head: that's something he'll never do.
FRANK
This is where I'm from. This is where
my family is. My business. My mother.
This is my place. This is my country.
This is America."|unknown|||
1135||"256 - 263 OMIT                                             256 - 263 OMIT
264     EXT. HUDSON RIVER - MORNING                                      264"|location|||
1136||"The Statue of Liberty in morning light and mist rises from
the waters of the Hudson River."|unknown|||
1137||A265    INT. NARCOTICS SQUAD HQ - NEWARK - MORNING                      A265|location|||
1138||"Richie, at his desk, looks up to see Trupo walking through
the squad room, followed by Spearman.
SPEARMAN
Said he'll only talk to you."|unknown|||
1139||B265    INT. NARCOTICS SQUAD HQ - NEWARK - LATER - MORNING              B265|location|||
1140||"Trupo's attitude has completely changed from the first time
they met. He talks to Richie now like a fellow conspirator -
(CONT)
99."|unknown|||
1141||B265   CONTINUED:                                                     B265|location|||
1142||"TRUPO
From what I hear, it was the Corsicans.
The French Connection, Fernando Rey, the
exporters Frank has put out of business.
Now, I can take care of him in New York,
but I don't want to have to worry every
time he drives across the bridge to
Jersey someone's gonna take another shot
at him.
Richie gives nothing away even as it stuns him that Trupo
would speak to him this blatantly.
TRUPO
We need to start working together. We
need to step up our efforts. Next time
their aim could be better. We need to
keep this cash cow alive.
Jimmy Racine comes in - sees Trupo - and leaves - but not
before Trupo has seen him. And now he sees the Lucas Table
of Organization he didn't notice when he came in. Gets up
and walks over to it now and takes a closer look. Sees
Frank's picture at the top, like Enemy Number 1.
TRUPO
Jesus. What the fuck you doing here?
You actually going to arrest Frank Lucas?
What's the matter with you?
RICHIE
I'm crazy. Can't you tell that? I'm
crazy enough to shoot someone and make it
look like an accident next time he comes
over the bridge without my permission.
Get the fuck out of New Jersey.
They regard each other a moment before Trupo turns to leave."|unknown|||
1143||C265   INT. FRANK'S PENTHOUSE - DAY                                   C265|location|||
1144||"A large TV shows chaotic scenes in Saigon. The US is
pulling out of Vietnam. Tosca has come to see how Frank is
recovering, and finds him, agitated, too long in bed even
though it's only been a day, changing into a nice shirt,
putting on his shoes -
FRANK
""I can guarantee you peace of mind,""
you said. Do I look like a man with
peace of mind to you? They shot at my
wife. Who does that?
(MORE)
(CONT)
100."|unknown|||
1145||C265   CONTINUED:                                                      C265|location|||
1146||"FRANK (CONT'D)
Who was it, which one of your people?
I'll take that gun away and shove it up
their ass.
TOSCA
I don't know that it was any of them,
Frank. Neither do you.
FRANK
Then maybe I'll kill them all just to
make a fuckin point.
Tosca seems more philosophical about it - like Bumpy might
have been - but it wasn't him who was shot at.
TOSCA
You want to know who it was? I can
tell you. It was a junkie. Or a rival.
Or some dumb ass kid trying to make a
name for himself. Or someone you forgot
to pay off. Or slighted without
realizing it. Or someone you put out of
business by being too successful.
(pause)
Success has a lot of enemies. Your
success is who took a shot at you. How
you gonna kill it? By being
unsuccessful? You can be successful and
have enemies, or unsuccessful and have
friends. It's the choice we make."|unknown|||
1147||265    INT. MASSAGE ROOM - SOUL BROTHERS BAR - NIGHT                    265|location|||
1148||"A call has interrupted Nate's massage (and later activities)
with a bevy of Thai girls. He wraps himself in a robe,
takes the phone.
NATE
Hello?"|unknown|||
1149||266    INT. REGENCY HOTEL - SAME TIME - DAY                             266|location|||
1150||"Frank on a pay phone in a comfortable alcove with a stack
of quarters. Other guests are gathered around a TV in the
lounge that shows images of helicopters plucking diplomats
off the roof of the American Embassy in Saigon.
FRANK
I'm watching the news.     Where the hell's
everyone going?
NATE
Home.    The war's over.
(CONT)
101."|unknown|||
1151||266   CONTINUED:                                                       266|location|||
1152|FRANK|"Just like that? We're going to leave the
fuckin country to the communists?"|speech|FRANK|M|True
1153|NATE|We been here since 1961, Frank.|speech|NATE|M|True
1154||FRANK|unknown|||
1155|NATE|I haven't!|speech|NATE|M|True
1156||HARD CUT TO:|stage direction|||
1157||267   EXT. JUNGLE - DAY                                                267|location|||
1158||"Frank and Nate and their ""army"" of black servicemen and Thai
thugs wind through the jungle with pack mules."|stage direction|||
1159||268   INT. BAMBOO DWELLING - OPIUM FARM - DAY                          268|location|||
1160||"The same farm and hut as before. Frank and the Chinese
General sip tea. The four million dollars in cash Frank
brought sits on the table."|stage direction|||
1161|GENERAL|"Opium plants are hearty enough to
outlive any war. They'll still be here
long after the troops are gone. But what
are you going to do for transportation
when the last US plane goes home?"|speech|GENERAL|M|
1162|FRANK|"I'll figure something out.      You'll see
me again."|speech|FRANK|M|True
1163||"The General seems fond of Frank, and not only because of all
the money on the table."|stage direction|||
1164|GENERAL|"It's not in my best interest to say
this, Frank ... but quitting while you're
ahead is not the same as quitting."|speech|GENERAL|M|
1165|FRANK|That's what my wife thinks.|speech|FRANK|M|True
1166|GENERAL|But you don't think she's right.|speech|GENERAL|M|
1167||Frank doesn't say.|stage direction|||
1168||102.|unknown|||
1169||269    EXT. OPIUM FARM - DAY                                           269|location|||
1170||"Mules are loaded up with burlap bags containing 3,000 kilos
of heroin."|unknown|||
1171||A270   EXT. OPIUM FARM / JUNGLE - DAY                                 A270|location|||
1172||"The mule train approaches the jungle that surrounds the
opium farm. Nate's Thai thugs, left behind in sniper
positions in the trees, stand ready to open fire if they
have to as Frank, Nate, the soldiers and mules pass below."|unknown|||
1173||B270   EXT. JUNGLE - LATER - DAY                                      B270|location|||
1174||"They seem to have made it, winding back down through the
jungle with the mules. Suddenly a barrage of gunfire erupts
from the trees - a couple of Nate's men are hit as the rest
dive for cover, shouting ""Vietcong,"" and returning the fire.
Frank drops down from his mule, gets a pistol out and shoots
into the trees. Bullet-severed palm fronds rain down.
FRANK
Give them half!
Nate, pinned down by the mules, can't hear him over the
noise.
FRANK
Cut half of them loose!      The mules!
Nate cuts the mule-train tether in the middle, slaps at the
animals. As the freed mules disappear into a wall of trees
the shooting subsides, then stops altogether. Smoke from
all the gunfire rises like mist around the half dozen Thais
and Americans lying dead on the ground."|unknown|||
1175||270    EXT. STREET - NIGHT                                             270|location|||
1176||"Teddy makes out with a girl in the back seat of his car.
The pay phone just outside on the corner rings, and he gets
out, steps past Jimmy, answers it -"|unknown|||
1177||271    INT. SOUL BROTHERS BAR - BANGKOK - INTERCUT - DAY               271|location|||
1178||"A Thai singer attempts Otis Redding on the little stage.
Frank, at a table here, with a drink and a phone.
FRANK
Newark.     Short Term Parking Lot 3.
TEDDY V/O
When you need it? Today?
(CONT)
103."|unknown|||
1179||271   CONTINUED:                                                     271|location|||
1180|FRANK|Tomorrow will be fine.|speech|FRANK|M|True
1181||272   EXT. STREET - CONTINUED                                        272|location|||
1182||"Jimmy loiters close enough to the open pay phone, to hear
Teddy's side of the conversation."|stage direction|||
1183|TEDDY|"Short Term Lot 3. This the Mustang were
talking about ... Camero? ... What's the
plate number?"|speech|TEDDY|M|True
1184||(writes on a napkin)|unknown|||
1185|TEDDY|Yeah, I got it ... I got it, Frank ...|speech|TEDDY|M|True
1186||"(sighs; reads from the
napkin:)"|unknown|||
1187|TEDDY|KA 760.|speech|TEDDY|M|True
1188||273   INT. NARCOTICS SQUAD HQ - NEWARK - DAY                         273|location|||
1189||"Jimmy's come over to share his news with the detectives.
But Richie isn't pleased with it - or with Jimmy."|stage direction|||
1190|ABRUZZO|"There's no Short Term Lot 3 at Newark.
They're lettered, A, B, C, D -"|speech|ABRUZZO|M|
1191|JIMMY|I'm just telling you what I heard -|speech|JIMMY|M|True
1192|ABRUZZO|Then you heard wrong!|speech|ABRUZZO|M|
1193||Jimmy shies back a step in case Abruzzo takes a swing.|stage direction|||
1194|SPEARMAN|Maybe he means the time?   3 o'clock?|speech|SPEARMAN|M|True
1195|JONES|"And this isn't a Jersey plate. Or New
York. Not with just two letters. It's
three and three, not two and three -"|speech|JONES|F|True
1196|JIMMY|It's what he said -|speech|JIMMY|M|True
1197|JONES|Then what the fuck is it -|speech|JONES|F|True
1198|JIMMY|The fuck should I know -|speech|JIMMY|M|True
1199||"(CONT)
104."|unknown|||
1200||273        CONTINUED:                                                     273|location|||
1201||"ABRUZZO
You're fuckin lying -
JIMMY
It's what he said.   I'm sure.
SPEARMAN
KA 760 -
JIMMY
Yes!
Silence.   They all look at each other.       After a moment -
RICHIE
None of you ever been in the service?
It's an Air Force tail number."|unknown|||
1202||274        EXT. SKY - DAY                                                 274|location|||
1203||The plane, with that tail number, descends through clouds.|unknown|||
1204||275        EXT. NEWARK AIRPORT - DAY                                      275|location|||
1205||"Richie's entire staff of detectives, along with Toback, the
DA and several customs agents, stand on the tarmac, watching
the military plane taxiing toward them -"|unknown|||
1206||276        EXT. MAMA LUCAS'S TEANECK, N.J. HOUSE - DAY                    276|location|||
1207||"Quiet sounds of suburban domesticity - chirping birds, a
distant lawn mower -"|unknown|||
1208||277        EXT. NEWARK AIRPORT - CONTINUED                                277|location|||
1209||"The cabin door slides up, the passengers begin emerging:
Military officers, embassy personnel and families. Richie's
detectives and Toback watch him with concern as the official
passengers, met by a bevy of assistants, file past -"|unknown|||
1210||278        INT. MAMA LUCAS'S TEANECK, N.J. HOUSE - CONTINUED              278|location|||
1211||"The kitchen. Frank's mother shows Ana some old photographs
of Frank as a boy as they sip coffee. There's a tap on the
glass French door. The women look up and see Trupo just
outside it, and other police moving past. He waves."|unknown|||
1212||"279 OMIT                                                            279 OMIT
280        EXT. NEWARK AIRPORT - CONTINUED                                280"|location|||
1213||"An Army captain approaches Richie's law enforcement group.
(CONT)
105."|unknown|||
1214||280   CONTINUED:                                                     280|location|||
1215|RICHIE|"Captain, I'm Richard Roberts, Director of
the Essex County Narcotics Bureau."|speech|RICHIE|M|True
1216||281   INT. MAMA LUCAS'S TEANECK, N.J. HOUSE - CONTINUED              281|location|||
1217||"Front door. Trupo sort of waves a search warrant at Julie
as invites himself in. The NY cops follow, fan out. Trupo
and his detectives head upstairs -"|stage direction|||
1218||282   INT. AIRPORT HANGAR - LATER                                    282|location|||
1219||"The plane has been brought into a hangar where it's being
taken apart like a car stripped by thieves. Inside the
cabin, seats are removed and inspected, carpeting pulled up,
panels unscrewed, lavatories dismantled."|stage direction|||
1220||283   INT. MAMA LUCAS'S TEANECK, N.J. HOUSE - CONTINUED              283|location|||
1221||"Downstairs - Ana and Frank's mother, guarded, can hear
Trupo and his detectives, upstairs, ransacking a bedroom.
Upstairs - the SIU detectives pull open drawers, throw
clothes from the closets.   Trupo picks up an invitation to
a United Nations ball, tosses it down again. Finds a safety-
deposit box key in a sock drawer, puts it in his pocket."|stage direction|||
1222||284   INT. AIRPORT HANGAR - CONTINUED                                284|location|||
1223||"The engines and landing gear are disassembled, the tires
opened up and searched. A nozzle plunges into a toilet and
pumps out the contents into barrels detectives fish through
with gloved hands -"|stage direction|||
1224||285   INT. MAMA LUCAS'S TEANECK, N.J. HOUSE - LATER - DAY            285|location|||
1225||"Ana is taken upstairs, brought before the SIU detectives
who wait for the NYPD cops to leave the room. The place
has been torn apart."|stage direction|||
1226|TRUPO|"Your husband's illustrious career is
over. The Feds are going to come in and
take it all. Everything. But not before
I get my gratuity. Where's the money?"|speech|TRUPO|M|True
1227|ANA|"There was some on that dresser, but it's
gone now so I guess you (took it) -"|speech|ANA|F|True
1228|TRUPO|"The money! The getaway money Frank and
every other gangster keeps in his house!"|speech|TRUPO|M|True
1229||"(CONT)
106."|unknown|||
1230||285   CONTINUED:                                                       285|location|||
1231|ANA|"If you leave now, there's a chance
Frank might not kill you -"|speech|ANA|F|True
1232||Trupo slaps her hard across the face -|stage direction|||
1233||286   INT. AIRPORT HANGAR - LATER                                      286|location|||
1234||"Richie, off by himself, watches with a growing sense of
panic as the mechanics, detectives and customs agents begin
removing the metal skin from the plane. Coffins are being
off-loaded."|stage direction|||
1235||287   INT. MAMA LUCAS'S TEANECK, N.J. HOUSE - LATER                    287|location|||
1236||"Downstairs, Mama Lucas puts washcloth on Ana's swollen
cheek. They can hear the search continuing upstairs: things
being ripped from the walls, the walls themselves splintered
apart with sledgehammers, glass breaking. To Mama Lucas -"|stage direction|||
1237||ANA|unknown|||
1238|ANA|I'm sorry.|speech|ANA|F|True
1239||288   INT. AIRPORT HANGAR - LATER                                      288|location|||
1240||"They've looked everywhere and found nothing. The plane,
in fact, hardly resembles a plane anymore - no panel left
that hasn't been removed, no cavity not probed - except -
Richie's glance settles on the military caskets as they're
loaded onto a truck, armed soldiers standing guard -"|stage direction|||
1241||289   INT/EXT. MAMA LUCAS'S TEANECK, N.J. HOUSE - DAY                  289|location|||
1242||"Frank's bedroom has been destroyed. Trupo, standing at a
window glances out at the sound of a barking of a dog to see
Frank's German shepherd down in its kennel."|stage direction|||
1243||290   INT. AIRPORT HANGAR - CONTINUED                                  290|location|||
1244||Richie gets up slowly and approaches the coffins as -|stage direction|||
1245||291   EXT. MAMA LUCAS'S TEANECK, N.J. HOUSE - DAY                      291|location|||
1246||Trupo crosses the lawn toward the kennel and barking dog -|stage direction|||
1247||292   INT. AIRPORT HANGAR - CONTINUED                                  292|location|||
1248||Richie stands over the nearest coffin -|stage direction|||
1249||RICHIE|unknown|||
1250|ANA|Open it.|speech|ANA|F|True
1251||"(CONT)
107."|unknown|||
1252||292   CONTINUED:                                                     292|location|||
1253||The army captain regards the detective for a long moment.|stage direction|||
1254|RICHIE|"The warrant permits me to search the
plane and its cargo."|speech|RICHIE|M|True
1255||"The captain doesn't comply. Richie moves to open the coffin
himself and every soldier's shouldered rifle immediately
comes into firing position, aimed at him."|stage direction|||
1256|ARMY CAPTAIN|But you don't have my permission.|speech|ARMY CAPTAIN|?|
1257||"Richie stares at the weapons and the uniformed men holding
them, safeties off, fingers on the triggers; all they're
waiting for is their commander's order to fire."|stage direction|||
1258|RICHIE|I don't need it.|speech|RICHIE|M|True
1259||293   EXT. MAMA LUCAS'S TEANECK, N.J. HOUSE - CONTINUED              293|location|||
1260||"Trupo regards the shepherd snarling at him from behind the
kennel fence. Comes around back. Pushes at the frame. It
moves a little, like it's levered -"|stage direction|||
1261||294   INT. AIRPORT HANGAR - CONTINUED                                294|location|||
1262||"With the rifles still pointed at him, Richie kneels down,
pulls the latches of the coffins, half expecting to hear an
accompanying barrage of gunfire. He lifts the lid. Sees a
long black body bag inside -"|stage direction|||
1263||295   EXT. MAMA LUCAS'S TEANECK, N.J. HOUSE - CONTINUED              295|location|||
1264||"Trupo comes around to the front of the kennel again with his
gun out and aims it at the dog. As he fires -"|stage direction|||
1265||296   INT. AIRPORT HANGAR - CONTINUED                                296|location|||
1266||"Richie pulls at the zipper, parting the plastic body bag,
revealing the remains of a young soldier -"|stage direction|||
1267|US ATTORNEY|That's enough.|speech|US ATTORNEY|?|True
1268||297   EXT. MAMA LUCAS'S TEANECK, N.J. HOUSE - CONTINUED              297|location|||
1269||"The dead dog slides against the fencing as Trupo overturns
the kennel to reveal Frank's stash of cash."|stage direction|||
1270||108.|unknown|||
1271||298   INT. AIRPORT HANGER OFFICE - MINUTES LATER - DAY             298|location|||
1272||"Richie and Toback sit before the Federal Attorneys and
customs agents. The US Attorney hangs up a phone ... then:"|stage direction|||
1273||"US ATTORNEY
That was a military transport plane. If
there was heroin on board then someone in
the military would have to be involved.
Which means that even as it fights a war
that's claimed 50,000 Americans lives,
the military is smuggling narcotics."|unknown|||
1274||Richie's in serious trouble and knows it.    As does Toback.|stage direction|||
1275||"US ATTORNEY
That's how these events are being
interpreted by General Easton in that
call to me. That someone employed by the
this office believes the United States
Army is in the drug trafficking business -
and is trying to prove it by desecrating
the remains of young men who've given
their lives in the defence of democracy.
RICHIE
There are drugs on that plane -
US ATTORNEY
Shut the fuck up."|unknown|||
1276||"Richie does, but can't conceal the contempt he feels for
these men who've never spent a minute on the street but act
as if know more than him, and who are, in the unfortunate
organization of his world, his superiors."|stage direction|||
1277||"US ATTORNEY
Is it any wonder then, because of your
actions, the entire federal narcotics
program is now in jeopardy of being
dismantled as completely and enthusiastic-
ally as that fucking transport plane?
That's what you've accomplished Mr.
Roberts. Single-handedly.
RICHIE
I had good information the target of my
investigation was bringing dope in on
that plane.
US ATTORNEY
And that target is?
(CONT)
109."|unknown|||
1278||298   CONTINUED:                                                     298|location|||
1279||RICHIE|unknown|||
1280|US ATTORNEY|Frank Lucas.|speech|US ATTORNEY|?|True
1281||"No one in the room, except Richie and Toback, has ever
heard the name. The federal men regard one another blankly."|stage direction|||
1282|US ATTORNEY|Who?  Who's Frank Lucas?|speech|US ATTORNEY|?|True
1283||(no one seems to know)|unknown|||
1284|US ATTORNEY|Who's he work for? Which family?|speech|US ATTORNEY|?|True
1285|RICHIE|He's not Italian. He's black.|speech|RICHIE|M|True
1286||Now there's a longer, even deeper silence, before -|stage direction|||
1287|US ATTORNEY|"Is that supposed to be some kind of joke?
You're this close to the end of your
career in law enforcement, you're making
jokes?"|speech|US ATTORNEY|?|True
1288|RICHIE|"I believe Frank Lucas is above the mafia
in the dope business. I believe he buys
direct from the source in Southeast Asia,
cuts out all the middlemen, and uses US
military planes and personnel to bring
pure No. 4 heroin into United States."|speech|RICHIE|M|True
1289||"Richie is looking at faces that are still trying to make
sense out of his ridiculous theory. Toback tries to come to
his defense -"|stage direction|||
1290|TOBACK|Richie has a lot of experience -|speech|TOBACK|M|True
1291|US ATTORNEY|"Does he. And how many arrests has he
made in his so-called investigation?"|speech|US ATTORNEY|?|True
1292|RICHIE|"I was promised when I took this job, it
was about real arrests."|speech|RICHIE|M|True
1293|US ATTORNEY|Does that mean `none?'|speech|US ATTORNEY|?|True
1294|RICHIE|"I have cases against most of Frank's
organization. Not him -"|speech|RICHIE|M|True
1295||"(CONT)
110."|unknown|||
1296||298        CONTINUED:                                                       298|location|||
1297||"US ATTORNEY
(more to the others)
Frank's organization -
RICHIE
That's right.
US ATTORNEY
No fucking nigger has accomplished what
the American Mafia hasn't in a hundred
years!
RICHIE
Yeah, you'd know, sitting here, having
never been on the (street) -
US ATTORNEY
Lou, get this fucking kike out of here -
Richie goes for him and lands several punches before Toback
and the others can pull him off."|unknown|||
1298||"299 OMIT                                                              299 OMIT
300        INT/EXT. AIRPORT HANGAR OFFICE - DAY                             300"|location|||
1299||"Richie and Toback walk briskly across the lobby -
TOBACK
He was out of line, Richie.
Richie isn't really listening. Strides past his detectives
on his way out of the building. To Spearman -
TOBACK
It's over.   You're shut down.
Toback watches as the detectives follow after Richie
striding toward his car."|unknown|||
1300||"301 - 302 OMIT                                                 301 - 302 OMIT
A303       INT/EXT. AIRPORT TERMINAL - NIGHT                                A303"|location|||
1301||"Frank comes out with an airline representative to find Doc
waiting for him. He can tell immediately something's wrong."|unknown|||
1302||B303       INT. FRANK'S PENTHOUSE - NIGHT                                   B303|location|||
1303||"Frank slaps a cartridge into the butt of a pistol.
FRANK
Ten million dollars means nothing to me.
(CONT)
111."|unknown|||
1304||B303   CONTINUED:                                                     B303|location|||
1305||"Ana stares at the floor. It all just seems to get worse and
worse. They had their chance to get out and missed it.
FRANK
This - is his death warrant.
He lightly touches his wife's bruised face and walks out."|unknown|||
1306||C303   INT. FRANK'S PENTHOUSE - NIGHT                                  C303|location|||
1307||"He comes down the stairs to where Doc waits.         As they head
for the door -
MRS. LUCAS
Frankie -
Frank glances to where his mother sits in the living room.
Nods to Doc to say, Get the car, I'll be out in a minute.
Goes over to his mother.
MRS. LUCAS
Sit down.
He sits. She studies him in a way she hasn't since he was
little. Eventually -
MRS. LUCAS
If you'd have been a preacher, your
brothers would be preachers. If you'd
been a soldier, they'd be soldiers. Do
you know that?
(he doesn't say)
They all came here because of you. You
called and they came running. They look
up to you. They expect you to always
know what's best.
(pause)
But even they know you don't shoot
cops. Even I know that. Ana knows it.
You seem to be the only one who doesn't.
FRANK
Is that where I'm going?
MRS. LUCAS
I never asked you where all this came
from because I didn't want to hear you
lie to me. Don't lie to me. Don't do
that, too.
She's not pleading, she's telling.       Silence.    Then -
(CONT)
112."|unknown|||
1308||C303    CONTINUED:                                                    C303|location|||
1309||"MRS. LUCAS
Do you really want to make things so
bad for your family they'll leave you?
Because they will. She will -
(points upstairs)
I know I will.
Frank has some trouble looking at her. But then gets up.
Walks toward the front door to leave. Hesitates near it a
long moment. Then turns and walks upstairs. Trupo will
live, at least for now, because of her."|unknown|||
1310||D303    INT. ARMY HOSPITAL - NIGHT                                     D303|location|||
1311||"Down in the basement, the body bags are lifted from the
wooden coffins. Set down on tables. The bags unzipped and
the bodies removed.
A rack of clean uniforms is brought in. The morticians
begin dressing the corpses and applying make-up on the dry
gray skin.
New white military caskets are trundled in. Gold handles
lifted. The bodies, clothed and painted now, are deposited
on the silk linings. The lids of the coffins come down and
cellophane bags containing folded flags are taped on top."|unknown|||
1312||"303 - 309 OMIT                                            303 - 309 OMIT
310     EXT. ARMY HOSPITAL - NIGHT                                     310"|location|||
1313||"The white caskets are taken to a loading dock, put in a
military truck. Papers are signed, copies exchanged. As
the truck drives off -"|unknown|||
1314||311     INT. ARMY HOSPITAL - NIGHT                                     311|location|||
1315||"Two black privates on janitorial duty come into the room
where the original plain wooden coffins have been discarded.
They remove the lids, then the finely-crafted false bottoms,
revealing in 4-inch cavities of each, tightly-packed bricks
of Double UO Globe heroin. As they take them out, a gospel
choir begins and continues over:"|unknown|||
1316||312     EXT. ARMY HOSPITAL - MORNING                                   312|location|||
1317||"A laundry truck idles. Stevie, the Lucas nephew who could
have played for Yankees, jumps down, helps the two privates
toss several laundry bags into the back of the truck.
113."|unknown|||
1318||A313       EXT. BAPTIST CHURCH - MORNING                                  A313|location|||
1319||"A minister on the steps welcomes the congregation which
includes Frank, his mother, and Ana -"|unknown|||
1320||313        EXT. PERIMETER OF THE ARMY BASE - MORNING                       313|location|||
1321||"The laundry truck comes past a guard gate, leaves the base,
drives past a stand of trees. As it passes, Richie, parked
by his detectives' cars, recognizes the young driver - who's
wearing the same Yankee baseball cap in his T.O. photo.
As Richie and his detectives climb into their cars, two
Lucas cars fold in behind the laundry truck. The detectives
follow at a distance -"|unknown|||
1322||"A314 OMIT                                                          A314 OMIT
314        INT. BAPTIST CHURCH - MORNING                                   314"|location|||
1323||"The sea of ladies' hats from above move in time with the
gospel choir. As always, no matter what else is going on in
his complicated life, Frank sits with his mother and Ana in
their usual pew. The gospel music continues over:"|unknown|||
1324||A315       EXT. BAPTIST CHURCH - MORNING                                  A315|location|||
1325||"Frank emerges from the church, kisses his mother and Ana and
put them in a car with a driver. He climbs into Doc's
alone. His mother watches, wondering perhaps if he intends
to go kill Trupo after all. As Doc's car leaves, so does
another."|unknown|||
1326||"315 - 318 OMIT                                               315 - 318 OMIT
319        INT/EXT. RICHIE'S CAR - MOVING - NEAR GW BRIDGE - MORNING19"|location|||
1327||"3
The laundry truck approaches a ramp leading to the George
Washington Bridge. Richie, a couple of car lengths behind,
follows. The truck continues straight."|unknown|||
1328||"320 OMIT                                                            320 OMIT
321        EXT. NEWARK - MORNING                                           321"|location|||
1329||"From overhead, the laundry truck, the gun car and the van -
and the detectives' cars following them all - converge from
different directions -
114."|unknown|||
1330||322    EXT. NEWARK - NEAR STEPHEN CRANE PROJECTS - MORNING           322|location|||
1331||"Red Top's van makes a turn. As Abruzzo's makes the same
turn behind it, the infamous Stephen Crane Projects rise up
in his windshield.
His foot comes off the gas. As the gun car passes, he
sees Jones's car slow. Teddy's car approaches from another
direction into the Projects, and Abruzzo sees Spearman pull
over. Then the laundry truck turns in, and Richie's slows
to a stop, like Abruzzo's, outside the grounds of the
foreboding towers. The gospel music ends."|unknown|||
1332||A323   EXT. CEMETERY - MORNING                                      A323|location|||
1333||"Doc waits in the car while Frank buys some flowers at a
cemetery flower stand. The surveillance car cruises past."|unknown|||
1334||323    INT. TOBACK'S HOUSE - MORNING                                 323|location|||
1335||"Toback, in his bathrobe, glass of milk in one hand, phone in
the other ...
TOBACK
Where is it?
RICHIE V/O
Somewhere in the South tower.
TOBACK
You know that it's there.     You're sure.
RICHIE V/O
Positive."|unknown|||
1336||324    EXT. STEPHEN CRANE PROJECTS - SAME TIME                       324|location|||
1337||"Richie, on a pay phone across down the street from the
Projects, looks up at the dark South tower.
RICHIE
Lou. We're ready to go in there
knowing there's a good chance we won't
all come out. That's what we're willing
to do. All I'm asking you to do get me a
warrant.
Silence on the other end of the line ...
RICHIE
We don't have a lot of time to fuck
around -
(CONT)
115."|unknown|||
1338||324    CONTINUED:                                                     324|location|||
1339||"TOBACK V/O
I'll call in the warrant. And some
backup. Don't go in before either gets
there.
This call disconnects."|unknown|||
1340||325    INT. APARTMENT, THE PROJECTS - MORNING                         325|location|||
1341||"The girls spread and tape plastic sheeting to tabletops,
then begin changing for work, which means undressing."|unknown|||
1342||326    EXT. STEPHEN CRANE PROJECTS - MORNING                          326|location|||
1343||"Richie and his guys wait for the warrant by their cars.
JONES
How long we gonna wait for it?"|unknown|||
1344||327    INT. APARTMENT, THE PROJECTS - MORNING                         327|location|||
1345||"Pharmaceutical scales balance to their counterweights as
the five naked, masked women cut the heroin with quinine to
Frank's exacting standards. Red Top puts on some coffee."|unknown|||
1346||328    EXT. STEPHEN CRANE PROJECTS - MORNING                          328|location|||
1347||"Richie stares down the street, waiting for whatever it is
they're waiting for. Spearman looks at his watch.
RICHIE
It'll be here."|unknown|||
1348||329    INT. APARTMENT, THE PROJECTS - MORNING                         329|location|||
1349||"A paper-cutter blade slices a sheet of blue cellophane.
The girls at the tables, with the expertise of Cuban cigar
makers, wrap pieces of the cellophane like tobacco leaves
around precisely-measured 1/4-ounce drifts of Black Magic."|unknown|||
1350||A330   EXT. CEMETERY - MORNING                                        A330|location|||
1351||"Frank's car winds up the road of the cemetery. The
surveillance car comes through the main gate and parks."|unknown|||
1352||330    EXT. STEPHEN CRANE PROJECTS - MORNING                          330|location|||
1353||"Several black and white and undercover cars approach,
sirens off. Toback himself climbs out of one of the cars
and hands Richie the search warrant.
116."|unknown|||
1354||331    EXT. STEPHEN CRANE PROJECTS - MORNING                        331|location|||
1355||"The tall buildings cast long shadows of dread on every
activity below, no matter how routine: A woman pushing a
stroller, guys shooting hoops, a couple arguing, kids on
bikes, old men resting on a graffiti-covered bench.
The unmarked cars drive slowly through it all. The place
teeters on the brink of violence you can feel as gangs move
under the shadow of the towers."|unknown|||
1356||332    INT. GROUND FLOOR, SOUTH TOWER, THE PROJECTS - DAY           332|location|||
1357||"Richie removes the cover plate of an elevator, cuts the
wires, disengaging it, then leads the Amigos, followed by
more detectives to a stairwell. The place is like Beirut.
Debris-strewn, graffiti-covered."|unknown|||
1358||A333   EXT. CEMETERY - CONTINUED - DAY                             A333|location|||
1359||"Frank walks past graves to Bumpy's. Replaces some dried
flowers with fresh ones. Looks around for something to sit
on. Sees some wooden folding chairs around a fresher grave
nearby. Doc waits by the car in the distance."|unknown|||
1360||333    INT. STAIRWELL - FLOORS - SOUTH TOWER - DAY                  333|location|||
1361||"Floor by floor, they work their way up the tower like
commandos, the squalor and decay and hopelessness somehow
intensifying the higher up they go.
Reaching the 17th floor, they listen to a strange sound
before easing the fire door open enough to see a kid on a
Big Wheels pedalling straight at them. He passes and the
sound fades."|unknown|||
1362||334    INT. 17TH FLOOR HALLWAY - DAY                                334|location|||
